"cve_ent","cve_mun","nomgeo","altitud_media_msnm","altitud_min_msnm","altitud_max_msnm","n_pixeles_dem"
"30","187","Tonayán",1980.2,1127,2502,51
"30","188","Totutla",1097.9,814,1440,123
"30","189","Tuxpan",25.2,-1,155,1203
"30","190","Tuxtilla",9.7,-1,28,73
"30","078","Ixcatepec",182,85,419,225
"30","191","Ursulo Galván",28.1,5,93,159
"30","079","Ixhuacán de los Reyes",1936.6,867,3665,186
"30","192","Vega de Alatorre",156.9,0,826,414
"30","194","Villa Aldama",2400.5,2324,2526,55
"30","031","Carrillo Puerto",194.6,57,308,307
"30","195","Xoxocotla",2427.8,2112,2686,45
"30","199","Zaragoza",22.8,14,32,25
"30","206","Nanchital de Lázaro Cárdenas del Río",17.9,6,54,38
"30","210","Uxpanapa",185.3,33,918,2420
"30","211","San Rafael",21.9,2,107,365
"30","212","Santiago Sochiapan",125.8,72,186,484
"30","103","Mecatlán",420.2,151,808,53
"30","141","San Andrés Tuxtla",350.2,6,1505,1185
"30","140","San Andrés Tenejapan",1783.7,1386,2464,15
"30","138","Río Blanco",1447.8,1239,2124,21
"30","136","Rafael Lucio",1813.9,1670,1930,13
"30","131","Poza Rica de Hidalgo",87.4,37,222,79
"30","116","Oluta",55.4,19,96,102
"30","109","Misantla",352.7,8,1736,653
"30","107","Las Minas",1672,885,2425,62
"30","203","Zozocolco de Hidalgo",265.2,104,509,86
"30","205","El Higo",44.4,23,94,494
"30","071","Huatusco",1215.7,450,1880,254
"30","069","Gutiérrez Zamora",32.3,0,151,227
"30","098","Magdalena",1503.9,1029,1939,15
"30","075","Ignacio de la Llave",6.5,0,15,493
"30","074","Huiloapan de Cuauhtémoc",1601,1213,2264,20
"30","073","Hueyapan de Ocampo",174.7,12,794,868
"30","072","Huayacocotla",1862.7,495,2798,645
"30","149","Soteapan",572,44,1577,591
"30","150","Tamalín",28.7,0,268,338
"30","148","Soledad de Doblado",125.6,31,291,518
"30","147","Soledad Atzompa",2416.7,1359,3071,143
"30","146","Sochiapa",1150.1,1009,1311,22
"30","145","Soconusco",56.5,25,93,121
"30","004","Actopan",265.2,4,1011,1064
"30","070","Hidalgotitlán",37.3,4,239,1239
"30","068","Fortín",1019.3,663,1267,67
"30","067","Filomeno Mata",514.3,222,727,50
"30","066","Espinal",110.1,49,253,296
"30","065","Emiliano Zapata",696.2,138,1336,513
"30","064","Chumatlán",203.7,100,393,23
"30","173","Tezonapa",492.9,68,1540,655
"30","209","Tatahuicapan de Juárez",338.3,5,1502,358
"30","032","Catemaco",394.8,0,1152,796
"30","040","Coatzintla",137.7,56,350,355
"30","039","Coatzacoalcos",22.8,2,92,378
"30","038","Coatepec",1213.4,476,2958,256
"30","037","Coahuitlán",336.2,161,645,45
"30","036","Coacoatzintla",1755.1,1310,2342,57
"30","035","Citlaltépetl",258.6,64,1138,109
"30","034","Cerro Azul",197.4,103,392,113
"30","033","Cazones de Herrera",31.4,2,135,339
"30","030","Camerino Z. Mendoza",1783.3,1319,2337,27
"30","029","Calcahualco",2774.2,1592,4947,161
"30","028","Boca del Río",10.8,5,18,47
"30","027","Benito Juárez",423.5,178,911,307
"30","026","Banderilla",1550,1393,1759,22
"30","025","Ayahualulco",2742.1,1350,3970,205
"30","024","Tlaltetela",789,191,1592,333
"30","023","Atzalan",650.6,71,1784,650
"30","022","Atzacan",1483,1184,2293,76
"30","168","Tequila",1691.2,866,2597,140
"30","166","Tepetlán",1344.5,835,2061,108
"30","165","Tepatlaxco",1186.6,675,1673,72
"30","164","Teocelo",1030.6,527,1383,75
"30","126","Paso de Ovejas",113.8,4,395,482
"30","050","Coxquihui",149.8,71,481,103
"30","046","Cosautlán de Carvajal",1091.9,656,1358,100
"30","021","Atoyac",756.2,306,1352,141
"30","128","Perote",2591.6,2334,4019,768
"30","020","Atlahuilco",2228.6,1754,2647,88
"30","101","Mariano Escobedo",2228.2,1340,3087,81
"30","018","Aquila",2326.3,1816,2651,22
"30","009","Alto Lucero de Gutiérrez Barrios",562.4,4,1841,783
"30","112","Naolinco",1207.3,600,1926,144
"30","008","Alpatláhuac",2378.1,1646,3304,88
"30","007","Camarón de Tejeda",266.2,135,402,151
"30","006","Acultzingo",2091.2,1345,2893,200
"30","111","Moloacán",47.9,10,124,314
"30","110","Mixtla de Altamirano",1513.6,526,2366,85
"30","005","Acula",4.4,0,11,232
"30","051","Coyutla",210.1,106,608,296
"30","045","Cosamaloapan de Carpio",14,3,39,635
"30","013","Naranjos Amatlán",96.4,25,230,172
"30","014","Amatlán de los Reyes",701.4,502,1125,194
"30","002","Acatlán",1754.2,1440,1910,17
"30","001","Acajete",2358.9,1651,3030,122
"30","003","Acayucan",88.6,17,271,818
"30","120","Oteapan",46.4,24,67,25
"30","127","La Perla",2891.7,1356,5209,177
"30","048","Cosoleacaque",15,4,50,346
"30","059","Chinameca",25.4,5,66,212
"30","100","Manlio Fabio Altamirano",43.7,14,105,302
"30","087","Xalapa",1234.2,691,1528,153
"30","097","Lerdo de Tejada",14.4,3,114,94
"30","010","Altotonga",1475.9,417,2552,418
"30","108","Minatitlán",36.8,0,325,2572
"30","011","Alvarado",12.7,-1,83,898
"30","012","Amatitlán",5.1,0,12,167
"30","015","Angel R. Cabada",78.1,4,629,526
"30","016","La Antigua",21.8,3,93,157
"30","017","Apazapan",407.6,176,674,83
"30","117","Omealca",328.8,170,1475,261
"30","113","Naranjal",835.5,660,1305,23
"30","114","Nautla",84.3,2,630,447
"30","115","Nogales",1862.2,1292,2524,88
"30","163","Tenochtitlán",1170.8,428,2130,108
"30","019","Astacinga",2150.4,1702,2662,38
"30","042","Colipa",254,36,510,163
"30","043","Comapa",505.5,83,1226,379
"30","044","Córdoba",1070.7,713,1691,195
"30","047","Coscomatepec",1883.2,1354,3076,199
"30","049","Cotaxtla",74.5,20,199,665
"30","052","Cuichapa",502.2,355,729,43
"30","099","Maltrata",2114.4,1583,2625,127
"30","105","Medellín de Bravo",21.9,5,76,493
"30","184","Tlaquilpa",2337.1,1868,2647,64
"30","175","Tihuatlán",97.6,10,296,893
"30","178","Tlacotalpan",4.6,0,12,722
"30","180","Tlachichilco",661,191,1487,278
"30","137","Los Reyes",1815.9,1274,2611,39
"30","196","Yanga",504.7,403,706,106
"30","197","Yecuatla",745.3,216,1894,146
"30","198","Zacualpan",1582.6,486,2660,316
"30","139","Saltabarranca",7.9,3,20,133
"30","186","Tomatlán",1328.3,1182,1471,23
"30","200","Zentla",582.7,223,1000,222
"30","202","Zontecomatlán de López y Fuentes",721.6,215,1528,301
"30","204","Agua Dulce",33.2,5,135,455
"30","207","Tres Valles",32.6,5,63,678
"30","208","Carlos A. Carrillo",7.1,0,12,303
"30","201","Zongolica",940.6,118,1917,345
"30","181","Tlalixcoyan",32.8,5,115,1130
"30","182","Tlalnelhuayocan",1553.5,1365,1881,46
"30","183","Tlapacoyan",259.8,89,849,213
"30","076","Ilamatlán",741.6,253,1634,195
"30","077","Isla",44.6,4,155,1126
"30","080","Ixhuatlán del Café",1350,927,1892,153
"30","081","Ixhuatlancillo",1987,1329,2924,63
"30","082","Ixhuatlán del Sureste",25.3,7,107,188
"30","083","Ixhuatlán de Madero",260,88,767,815
"30","084","Ixmatlahuacan",5.5,-1,12,439
"30","085","Ixtaczoquitlán",1063.7,749,1576,179
"30","086","Jalacingo",1913.2,563,2851,249
"30","088","Jalcomulco",536.3,281,732,92
"30","089","Jáltipan",18.5,4,70,402
"30","090","Jamapa",19.9,11,41,161
"30","091","Jesús Carranza",59.3,12,178,1730
"30","092","Xico",2011.1,835,3856,218
"30","041","Coetzala",922.4,625,1395,9
"30","053","Cuitláhuac",292.1,114,576,191
"30","054","Chacaltianguis",19.3,4,87,351
"30","055","Chalma",138.8,66,315,188
"30","056","Chiconamel",139.4,60,381,113
"30","057","Chiconquiaco",1679,775,2223,171
"30","058","Chicontepec",216.1,62,754,1149
"30","060","Chinampa de Gorostiza",73.5,5,240,186
"30","061","Las Choapas",137.2,4,1019,4315
"30","062","Chocamán",1510.1,1178,2145,62
"30","063","Chontla",159.2,29,1168,490
"30","093","Jilotepec",1289.3,848,1730,75
"30","094","Juan Rodríguez Clara",94.7,14,209,1200
"30","095","Juchique de Ferrer",595.2,177,1682,235
"30","096","Landero y Coss",1802.2,991,2027,20
"30","104","Mecayapan",188.3,4,1086,369
"30","118","Orizaba",1319.9,1166,2026,37
"30","119","Otatitlán",19,14,23,64
"30","121","Ozuluama de Mascareñas",37.3,0,134,2448
"30","123","Pánuco",20,-11,115,4003
"30","124","Papantla",104.7,2,290,1816
"30","125","Paso del Macho",378.6,143,829,505
"30","129","Platón Sánchez",71.8,43,208,310
"30","130","Playa Vicente",97,29,206,1449
"30","122","Pajapan",80.5,3,1026,376
"30","132","Las Vigas de Ramírez",2552.3,1828,3131,121
"30","133","Pueblo Viejo",11.5,-6,123,353
"30","134","Puente Nacional",263.5,13,808,478
"30","135","Rafael Delgado",1584.5,1169,2413,32
"30","106","Miahuatlán",1803,881,2049,40
"30","102","Martínez de la Torre",82.3,16,400,499
"30","170","Texcatepec",931.1,250,1859,257
"30","171","Texhuacán",1797.6,1258,2450,49
"30","172","Texistepec",20.7,5,75,531
"30","174","Tierra Blanca",62.1,0,200,1842
"30","176","Tlacojalpan",13.9,7,20,129
"30","179","Tlacotepec de Mejía",735.4,455,965,78
"30","177","Tlacolulan",2118.7,1583,2596,167
"30","193","Veracruz",27.9,6,97,294
"30","143","Santiago Tuxtla",107.6,5,682,762
"30","144","Sayula de Alemán",48.7,7,129,794
"30","142","San Juan Evangelista",67,14,169,1569
"30","151","Tamiahua",33.3,0,310,965
"30","152","Tampico Alto",15.5,-7,90,1010
"30","153","Tancoco",333.6,65,1252,193
"30","154","Tantima",63.1,2,746,410
"30","155","Tantoyuca",104.5,27,295,1628
"30","156","Tatatila",1783.1,986,2523,116
"30","157","Castillo de Teayo",139.4,44,341,330
"30","158","Tecolutla",29.8,0,195,655
"30","159","Tehuipango",2190.4,1556,2684,120
"30","160","Álamo Temapache",86.3,4,344,1619
"30","161","Tempoal",68.2,19,149,1452
"30","167","Tepetzintla",269.9,88,968,287
"31","009","Cansahcab",9.3,5,14,158
"31","007","Cacalchén",11.8,8,16,124
"31","019","Chemax",24.1,17,34,1742
"31","101","Umán",11.8,7,16,446
"31","106","Yobaín",5.5,-3,10,156
"31","105","Yaxkukul",11,9,14,59
"31","103","Xocchel",19.6,15,27,143
"31","097","Tunkás",22.5,10,36,518
"31","095","Tixpéhual",12.6,10,17,90
"31","081","Tekom",28.9,22,35,343
"31","090","Timucuy",15.9,12,19,173
"31","088","Teya",11,8,15,97
"31","087","Tetiz",6.4,3,11,420
"31","066","Santa Elena",70.5,34,105,650
"31","086","Tepakán",11.5,8,17,145
"31","083","Telchac Puerto",4.1,-1,8,79
"31","082","Telchac Pueblo",7.4,4,12,73
"31","080","Tekit",19.5,11,28,355
"31","102","Valladolid",24.8,17,33,1367
"31","071","Sudzal",22.9,11,35,274
"31","069","Sotuta",24.4,12,35,692
"31","078","Tekantó",11.2,8,16,105
"31","037","Huhí",19.2,13,24,244
"31","027","Dzidzantún",5.7,-1,11,249
"31","058","Peto",35.9,22,65,1313
"31","055","Opichén",31.7,10,130,321
"31","036","Homún",18.4,9,26,249
"31","032","Espita",25,10,35,911
"31","077","Tekal de Venegas",13.1,8,21,256
"31","074","Tahmek",16.2,13,19,128
"31","026","Dzemul",5.6,-1,11,217
"31","025","Dzan",28.1,22,34,99
"31","001","Abalá",15,10,21,385
"31","050","Mérida",10.2,3,19,1051
"31","023","Chocholá",12.8,10,17,352
"31","035","Hoctún",17.1,12,23,148
"31","034","Hocabá",18.5,14,24,114
"31","016","Chacsinkín",34.2,26,44,140
"31","015","Cuzamá",18.1,15,24,116
"31","013","Conkal",10,7,14,83
"31","049","Mayapán",23.6,19,29,117
"31","065","San Felipe",4.9,0,14,556
"31","064","Sanahcat",18.2,16,23,41
"31","073","Tahdziú",30.1,22,43,308
"31","072","Suma",10,7,14,113
"31","093","Tixkokob",12.9,8,19,223
"31","061","Río Lagartos",4.8,0,12,344
"31","014","Cuncunul",30.9,26,38,174
"31","089","Ticul",53.4,25,132,443
"31","070","Sucilá",15,8,26,388
"31","068","Sinanché",6.5,0,11,183
"31","012","Cenotillo",19.7,9,35,667
"31","010","Cantamayec",27.6,21,36,434
"31","002","Acanceh",15.9,13,21,174
"31","063","Samahil",10.3,6,15,212
"31","060","Quintana Roo",28.6,14,36,126
"31","054","Muxupip",11.6,9,14,86
"31","053","Muna",42.2,15,88,475
"31","076","Tecoh",16.8,10,23,464
"31","098","Tzucacab",62.5,29,141,954
"31","042","Kantunil",18.4,11,30,240
"31","052","Motul",9.6,0,15,394
"31","006","Buctzotz",8.4,4,18,816
"31","056","Oxkutzcab",89.2,29,176,1072
"31","057","Panabá",9.5,4,21,809
"31","028","Dzilam de Bravo",4.3,-1,15,523
"31","062","Sacalum",20.5,11,29,233
"31","051","Mocochá",8.8,6,12,61
"31","040","Izamal",15.8,9,25,566
"31","085","Temozón",22.9,18,31,859
"31","104","Yaxcabá",28.8,13,39,1836
"31","091","Tinum",30,23,39,595
"31","048","Maxcanú",16.6,3,72,1124
"31","096","Tizimín",14.5,0,30,4798
"31","099","Uayma",29.3,24,36,236
"31","005","Bokobá",11.4,9,17,92
"31","047","Maní",28.8,23,33,150
"31","046","Mama",23.5,17,33,120
"31","045","Kopomá",12.5,8,17,209
"31","044","Kinchil",7.6,4,12,445
"31","100","Ucú",7.9,2,11,164
"31","043","Kaua",30.6,24,38,170
"31","020","Chicxulub Pueblo",8.1,5,10,58
"31","067","Seyé",16.7,14,23,223
"31","075","Teabo",27.2,18,33,285
"31","004","Baca",9.5,5,13,135
"31","003","Akil",38.5,26,99,97
"31","022","Chikindzonot",31.7,24,41,590
"31","033","Halachó",7.2,1,31,739
"31","079","Tekax",103.6,22,194,3423
"31","059","Progreso",2.6,-8,10,545
"31","094","Tixméhuac",30.3,24,43,286
"31","084","Temax",9.6,5,15,402
"31","029","Dzilam González",5.9,1,11,665
"31","041","Kanasín",13,9,17,131
"31","038","Hunucmá",4.8,0,12,1033
"31","030","Dzitás",30.5,19,37,389
"31","021","Chichimilá",28.4,21,36,592
"31","039","Ixil",5,-8,10,177
"31","092","Tixcacalcupul",28.3,23,38,616
"31","018","Chapab",22.7,11,31,215
"31","017","Chankom",29.8,23,40,538
"31","024","Chumayel",24.3,18,30,114
"31","031","Dzoncauich",11.2,6,18,177
"31","011","Celestún",4.2,1,14,726
"31","008","Calotmul",24,17,31,379
"32","027","Melchor Ocampo",1690.5,1248,2676,2414
"32","019","Jalpa",1680.3,1327,2539,900
"32","003","Atolinga",2120.6,1663,2304,341
"32","058","Santa María de la Paz",2124.9,1807,2651,349
"32","036","Ojocaliente",2138.3,2006,2558,832
"32","035","Noria de Ángeles",2151.6,2030,2384,509
"32","037","Pánuco",2124.8,1985,2442,844
"32","040","Sain Alto",2183.2,1908,2816,1815
"32","033","Moyahua de Estrada",1505.7,1038,2589,674
"32","020","Jerez",2233.3,1928,2801,1955
"32","010","Fresnillo",2200.2,2003,2784,6464
"32","034","Nochistlán de Mejía",2091.3,1710,2680,1111
"32","005","Calera",2200.4,2079,2374,498
"32","045","Tepechitlán",1996.2,1703,2633,692
"32","038","Pinos",2205.7,1943,2860,4013
"32","051","Villa de Cos",2026.9,1799,2621,8492
"32","050","Vetagrande",2279.4,2052,2632,207
"32","049","Valparaíso",2110.3,790,2921,7248
"32","048","Tlaltenango de Sánchez Román",2089.7,1649,2732,949
"32","046","Tepetongo",2051.3,1772,2761,924
"32","025","Luis Moya",2024.7,1959,2238,219
"32","044","Tabasco",1737.7,1470,2519,504
"32","043","Susticacán",2438.1,2018,2887,236
"32","054","Villa Hidalgo",2232.8,2102,2651,476
"32","042","Sombrerete",2331.7,2060,3071,4597
"32","041","El Salvador",1928.6,1702,2738,805
"32","016","General Pánfilo Natera",2120.7,2024,2534,556
"32","014","General Francisco R. Murguía",1970.7,1609,2622,6186
"32","013","General Enrique Estrada",2193.6,2105,2355,254
"32","009","Chalchihuites",2347.1,1981,2951,1144
"32","017","Guadalupe",2198.9,2012,2654,1043
"32","057","Trancoso",2132.1,2062,2342,273
"32","030","Momax",1952,1625,2709,195
"32","032","Morelos",2265,2169,2482,219
"32","056","Zacatecas",2321.4,2166,2706,559
"32","018","Huanusco",1744.7,1414,2635,470
"32","022","Juan Aldama",2057.4,1838,2424,794
"32","002","Apulco",1923,1734,2223,266
"32","001","Apozol",1695.6,1251,2543,363
"32","015","El Plateado de Joaquín Amaro",2247,1819,2657,454
"32","028","Mezquital del Oro",1638.9,893,2415,609
"32","026","Mazapil",1895.5,1353,3011,15535
"32","052","Villa García",2209.7,1997,2536,425
"32","024","Loreto",2126.8,2019,2382,534
"32","004","Benito Juárez",2109.7,1733,2282,403
"32","029","Miguel Auza",2158.8,1909,2533,1415
"32","053","Villa González Ortega",2139.2,2048,2276,548
"32","023","Juchipila",1704.7,1201,2745,419
"32","039","Río Grande",2025.6,1842,2199,2346
"32","055","Villanueva",2094.6,1606,2897,2749
"32","031","Monte Escobedo",2100.6,1103,2807,2030
"32","021","Jiménez del Teul",2182,1326,2912,1485
"32","008","Cuauhtémoc",2209.9,1997,2474,408
"32","007","Concepción del Oro",1931.6,1649,3136,3102
"32","047","Teúl de González Ortega",2010.9,1461,2569,860
"32","012","Genaro Codina",2420.6,2085,2864,1009
"32","006","Cañitas de Felipe Pescador",2061.8,1978,2157,587
"32","011","Trinidad García de la Cadena",1708.1,1168,2030,390
